 summary,subscriptionId,calPath,guid,recurrenceId,link,eventlink,status,startallday,startshortdate,startlongdate,startdayname,starttime,startutcdate,startdatetime,starttimezone,endallday,endshortdate,endlongdate,enddayname,endtime,endutcdate,enddatetime,endtimezone,locationaddress,locationlink,contactname,contactphone,contactlink,calendarname,calendardisplayName,calendarpath,calendarencodedPath,categories,description,cost,xproperties 
" Teen Studio: Crafts, Gaming, Robotics, and More",,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52cca996-0152-cd10235d-0000734ddemobedework%40mysite.edu,20160303T221500Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52cca996-0152-cd10235d-0000734ddemobedework%40mysite.edu&amp;recurrenceId=20160303T221500Z,CONFIRMED,FALSE,3/3/2016,3-Mar-16,Thursday,4:15 PM,20160303T221500Z,20160303T161500,America/Chicago,FALSE,3/3/2016,3-Mar-16,Thursday,4:15 PM,20160303T221500Z,20160303T161500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Bellevue,Teens,Locations,Series,Author Talks","Monday-Thursday when school is in session. We do something different each week, including crafts, gaming, robotics, 3D printing, and more. Join the fun after school! Grades 5-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Author Talks,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Music Production Workshop,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52c09089-0152-c29c8a23-0000293cdemobedework%40mysite.edu,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52c09089-0152-c29c8a23-0000293cdemobedework%40mysite.edu&amp;recurrenceId=,CONFIRMED,FALSE,3/3/2016,3-Mar-16,Thursday,4:30 PM,20160303T223000Z,20160303T163000,America/Chicago,FALSE,3/3/2016,3-Mar-16,Thursday,6:00 PM,20160304T000000Z,20160303T180000,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Bellevue,Teens,Locations,Music,Series","Every Thursday when school's in session. Learn how to make beats and music tracks using Logic Pro. Open to producers of all levels as well as songwriters, singers, rappers, and anyone interested in producing their own music. For teens in grades 7-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Music,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Music,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 American Red Cross Blood Drive,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52e9c308-0152-eb214d65-00005541demobedework%40mysite.edu,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52e9c308-0152-eb214d65-00005541demobedework%40mysite.edu&amp;recurrenceId=,CONFIRMED,FALSE,3/4/2016,4-Mar-16,Friday,11:00 AM,20160304T170000Z,20160304T110000,America/Chicago,FALSE,3/4/2016,4-Mar-16,Friday,4:00 PM,20160304T220000Z,20160304T160000,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Bellevue,Health and Wellness,Locations","Give the gift of life at an American Red Cross Blood Drive! \n \nCall the Bellevue Branch at 615-862-5854, or email Kathryn.shaw@nashville.gov to book a donor appointment. \n\nRed Cross will provide drinks and snacks.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Health and Wellness,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-SUBMITTEDBY : values : text : alprice for calsuite-MainCampus (agrp_calsuite-MainCampus) "
" Teen Studio: Crafts, Gaming, Robotics, and More",,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52cca996-0152-cd10235d-0000734ddemobedework%40mysite.edu,20160304T221500Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52cca996-0152-cd10235d-0000734ddemobedework%40mysite.edu&amp;recurrenceId=20160304T221500Z,CONFIRMED,FALSE,3/4/2016,4-Mar-16,Friday,4:15 PM,20160304T221500Z,20160304T161500,America/Chicago,FALSE,3/4/2016,4-Mar-16,Friday,4:15 PM,20160304T221500Z,20160304T161500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Bellevue,Teens,Locations,Series,Author Talks","Monday-Thursday when school is in session. We do something different each week, including crafts, gaming, robotics, 3D printing, and more. Join the fun after school! Grades 5-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Author Talks,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Storyland Saturdays: Preschool Story Time,,%2Fpublic%2Fcals%2FMainCal,20160210-000014--190001000000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000014--190001000000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/5/2016,5-Mar-16,Saturday,10:15 AM,20160305T161500Z,20160305T101500,America/Chicago,FALSE,3/5/2016,5-Mar-16,Saturday,10:15 AM,20160305T161500Z,20160305T101500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bellevue,Children,Story Time,Locations,Series","Every Saturday, come to the library for some super stories, songs, and silliness!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Children,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 READing Paws: Read with Snickers,,%2Fpublic%2Fcals%2FMainCal,20160210-000015-BELLEVUE-201603051015%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000015-BELLEVUE-201603051015%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CANCELLED,FALSE,3/5/2016,5-Mar-16,Saturday,1:30 PM,20160305T193000Z,20160305T133000,America/Chicago,FALSE,3/5/2016,5-Mar-16,Saturday,3:00 PM,20160305T210000Z,20160305T150000,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bellevue,Health and Wellness,Locations","Every 1st Saturday, visit with Snickers the dog, your canine friend who loves to listen while you read aloud. Bring your own book or choose one from the library. Registration is required. Please call (615) 862-5854 to register.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Children,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Health and Wellness,X-BEDEWORK-SUBMITTEDBY : values : text : alprice for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Mother Goose Moments,,%2Fpublic%2Fcals%2FMainCal,20160127-000170-BELLEVUE-201605071330%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000170-BELLEVUE-201605071330%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/7/2016,7-Mar-16,Monday,10:15 AM,20160307T161500Z,20160307T101500,America/Chicago,FALSE,3/7/2016,7-Mar-16,Monday,10:15 AM,20160307T161500Z,20160307T101500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bellevue,Children,Story Time,Locations,Series","Every Monday, babies and their caregivers are welcome to join Miss Donna for rhymes, songs, fingerplays, ABCs, 123s, stories, and more. For babies through 24 months old.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Children,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Origami Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000094-BELLEVUE-201603071615%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000094-BELLEVUE-201603071615%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/7/2016,7-Mar-16,Monday,4:15 PM,20160307T221500Z,20160307T161500,America/Chicago,FALSE,3/7/2016,7-Mar-16,Monday,4:15 PM,20160307T221500Z,20160307T161500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,series/Studio NPL,location/Bellevue,Teens,series/Manga and Anime Month,Locations,Series","Penguins, foxes, and throwing stars, oh my! Make paper animals, clothes, and more! Grades 5-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg "
" Family Fun Time: Songs, Craft, and More",,%2Fpublic%2Fcals%2FMainCal,20160210-000018--190001000000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000018--190001000000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/7/2016,7-Mar-16,Monday,6:30 PM,20160308T003000Z,20160307T183000,America/Chicago,FALSE,3/7/2016,7-Mar-16,Monday,6:30 PM,20160308T003000Z,20160307T183000,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bellevue,Children,Story Time,Locations,Series","Every Monday, join Ms. Katie for stories, songs, fingerplays, and a craft! Ages 3 to 5.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Children,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
" Adventure Club: Crafts, Movies, and More",,%2Fpublic%2Fcals%2FMainCal,20160127-000003-BELLEVUE-201603081600%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000003-BELLEVUE-201603081600%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/8/2016,8-Mar-16,Tuesday,4:00 PM,20160308T220000Z,20160308T160000,America/Chicago,FALSE,3/8/2016,8-Mar-16,Tuesday,4:00 PM,20160308T220000Z,20160308T160000,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bellevue,Children,Locations,Series","School-age children can join us for crafts, activities, special guests, movies, and more! There's something new every week. Grades K-4.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Children "
" Teen Studio: Crafts, Gaming, Robotics, and More",,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52cca996-0152-cd10235d-0000734ddemobedework%40mysite.edu,20160308T221500Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52cca996-0152-cd10235d-0000734ddemobedework%40mysite.edu&amp;recurrenceId=20160308T221500Z,CONFIRMED,FALSE,3/8/2016,8-Mar-16,Tuesday,4:15 PM,20160308T221500Z,20160308T161500,America/Chicago,FALSE,3/8/2016,8-Mar-16,Tuesday,4:15 PM,20160308T221500Z,20160308T161500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"series/Studio NPL,location/Bellevue,Teens,Locations,Series,Author Talks","Monday-Thursday when school is in session. We do something different each week, including crafts, gaming, robotics, 3D printing, and more. Join the fun after school! Grades 5-12.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Author Talks,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg,X-BEDEWORK-SUBMITTEDBY : values : text : kcook for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 The Ins and Outs of Assisted Living and Memory Care,,%2Fpublic%2Fcals%2FMainCal,CAL-2a3e9ebb-52d0037e-0152-d1681511-00005043demobedework%40mysite.edu,20160309T000000Z,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=CAL-2a3e9ebb-52d0037e-0152-d1681511-00005043demobedework%40mysite.edu&amp;recurrenceId=20160309T000000Z,CONFIRMED,FALSE,3/8/2016,8-Mar-16,Tuesday,6:00 PM,20160309T000000Z,20160308T180000,America/Chicago,FALSE,3/8/2016,8-Mar-16,Tuesday,7:00 PM,20160309T010000Z,20160308T190000,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Bellevue,Health and Wellness,Locations",Still wanting your independence? Are you or a loved one struggling living on your own? Are you planning for the future?\n\nIf so join us for an educational event to learn about what assisted living and memory care has to offer.,,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Health and Wellness,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-SUBMITTEDBY : values : text : alprice for calsuite-MainCampus (agrp_calsuite-MainCampus) "
 Story Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000067-BELLEVUE-201603091015%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000067-BELLEVUE-201603091015%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/9/2016,9-Mar-16,Wednesday,10:15 AM,20160309T161500Z,20160309T101500,America/Chicago,FALSE,3/9/2016,9-Mar-16,Wednesday,10:15 AM,20160309T161500Z,20160309T101500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bellevue,Children,Story Time,Locations,Series","Every Wednesday at 10:15 and 11:15 a.m. Singing, fingerplays, rhymes, ABCs, 123s, stories, and much more with Miss Donna and Bear!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Children,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Story Time,,%2Fpublic%2Fcals%2FMainCal,20160210-000022-BELLEVUE-201603091115%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000022-BELLEVUE-201603091115%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/9/2016,9-Mar-16,Wednesday,11:15 AM,20160309T171500Z,20160309T111500,America/Chicago,FALSE,3/9/2016,9-Mar-16,Wednesday,11:15 AM,20160309T171500Z,20160309T111500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"location/Bellevue,Children,Story Time,Locations,Series","Every Wednesday at 10:15 and 11:15 a.m. Singing, fingerplays, rhymes, ABCs, 123s, stories, and much more with Miss Donna and Bear!",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Children,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Story Time,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/story-time_generic.jpg "
 Homeschool Crew: Learn About Loom Weaving,,%2Fpublic%2Fcals%2FMainCal,20160127-000194-BELLEVUE-201605231830%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000194-BELLEVUE-201605231830%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/9/2016,9-Mar-16,Wednesday,2:00 PM,20160309T200000Z,20160309T140000,America/Chicago,FALSE,3/9/2016,9-Mar-16,Wednesday,2:00 PM,20160309T200000Z,20160309T140000,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,location/Bellevue,Children,Locations,Series","Every 2nd and 4th Wednesday, Homeschool Crew introduces homeschooled children to a different topic. 3/9: Loom Weaving. 3/23: Tradition of Egg Decorating. 4/13: The Care and Keeping of Bees with Dr. Kirk Jones. 4/27: Jewelry Making. 5/11: Garden in a Jar. 5/25: The Turtle.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Children,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts "
 Cosplay Time,,%2Fpublic%2Fcals%2FMainCal,20160127-000095-BELLEVUE-201603091615%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160127-000095-BELLEVUE-201603091615%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/9/2016,9-Mar-16,Wednesday,4:15 PM,20160309T221500Z,20160309T161500,America/Chicago,FALSE,3/9/2016,9-Mar-16,Wednesday,4:15 PM,20160309T221500Z,20160309T161500,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Arts and Crafts,series/Studio NPL,location/Bellevue,Teens,series/Manga and Anime Month,Locations,Series","Dress up as your favorite manga or anime character, and explore different fandoms! Grades 5-12. ",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/series/Studio NPL,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Teens,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Arts and Crafts,X-BEDEWORK-THUMB-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_thumb.jpg,X-BEDEWORK-IMAGE : values : text : http://www.library.nashville.org/images/bedework/studioNPL_Logo_290x290.jpg "
 Gentle Yoga for All Levels,,%2Fpublic%2Fcals%2FMainCal,20160210-000024--190001000000%40LIBRARY.NASHVILLE.ORG,,,http://events.library.nashville.org/feeder/feeder/event/eventView.do?b=de&amp;calPath=%2Fpublic%2Fcals%2FMainCal&amp;guid=20160210-000024--190001000000%40LIBRARY.NASHVILLE.ORG&amp;recurrenceId=,CONFIRMED,FALSE,3/9/2016,9-Mar-16,Wednesday,4:30 PM,20160309T223000Z,20160309T163000,America/Chicago,FALSE,3/9/2016,9-Mar-16,Wednesday,4:30 PM,20160309T223000Z,20160309T163000,America/Chicago,Bellevue,http://www.library.nashville.org/locations/loc_bellevue.asp,Bellevue,,,MainCal,MainCal,/public/cals/MainCal,%2Fpublic%2Fcals%2FMainCal,"Adults,location/Bellevue,Health and Wellness,Locations,Series","Every Wednesday, stretch, strengthen, balance, breathe, laugh, and relax with certified yoga instructors Kristina Giard-Bradford and Rebecca Dandekar. No experience necessary, but you must be able to move from standing to the floor repeatedly without assistance. Bring your own mat and other yoga props if needed. Mature children ages 11 and older are welcome to participate with a parent-signed waiver. If you are pregnant and have not practiced yoga before your pregnancy, we recommend you not participate, but rather find a prenatal class.",,"X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Locations/Bellevue,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Adults,X-BEDEWORK-ALIAS : values : text : /user/agrp_calsuite-MainCampus/Browse By Topic/Health and Wellness "
